,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
440,45751.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,47.0,2.0,7.1,34.0,2.0,18.0,7.0,112.0,,,,,,,,,,,,,,,
441,45753.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,48.0,2.0,7.3,35.0,2.0,18.0,7.0,112.0,,,,,,,,,,,,,,,
442,45754.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,48.0,2.0,7.4,35.0,1.0,18.0,7.0,112.0,,,,,,,,,,,,,,,
443,45755.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,49.0,2.0,7.5,35.0,1.0,18.0,8.0,112.0,,,,,,,,,,,,,,,
444,45759.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,53.0,2.0,8.3,36.0,1.0,22.0,8.0,112.0,,,,,,,,,,,,,,,
445,45760.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,53.0,2.0,8.4,35.0,1.0,22.0,8.0,112.0,,,,,,,,,,,,,,,
446,45761.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,54.0,2.0,8.5,36.0,1.0,22.0,9.0,112.0,,,,,,,,,,,,,,,
447,45763.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,54.0,2.0,9.1,34.0,1.0,22.0,9.0,112.0,,,,,,,,,,,,,,,
448,45764.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,55.0,2.0,9.2,34.0,1.0,22.0,10.0,112.0,,,,,,,,,,,,,,,
449,45766.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,57.0,2.0,9.4,32.0,0.0,23.0,11.0,112.0,,,,,,,,,,,,,,,
450,45768.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,58.0,2.0,9.6,29.0,0.0,24.0,11.0,112.0,,,,,,,,,,,,,,,
451,45770.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,65.0,2.0,10.2,34.0,0.0,25.0,17.0,112.0,,,,,,,,,,,,,,,
452,45771.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,71.0,2.0,10.3,40.0,0.0,25.0,23.0,112.0,,,,,,,,,,,,,,,
453,45772.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,71.0,2.0,10.4,40.0,0.0,25.0,23.0,112.0,,,,,,,,,,,,,,,
454,45773.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,PP Ojha,72.0,2.0,10.5,37.0,0.0,25.0,24.0,112.0,,,,,,,,,,,,,,,
455,45775.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,74.0,2.0,11.1,38.0,0.0,26.0,25.0,112.0,,,,,,,,,,,,,,,
456,45776.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,75.0,2.0,11.2,38.0,0.0,27.0,25.0,112.0,,,,,,,,,,,,,,,
457,45778.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,77.0,2.0,11.4,33.0,0.0,28.0,26.0,112.0,,,,,,,,,,,,,,,
458,45780.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,78.0,2.0,11.6,32.0,0.0,28.0,27.0,112.0,,,,,,,,,,,,,,,
459,45782.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,SL Malinga,81.0,2.0,12.2,33.0,0.0,30.0,28.0,112.0,,,,,,,,,,,,,,,
460,45783.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,SL Malinga,82.0,2.0,12.3,34.0,0.0,31.0,28.0,112.0,,,,,,,,,,,,,,,
461,45785.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,SL Malinga,84.0,2.0,12.5,35.0,0.0,32.0,29.0,112.0,,,,,,,,,,,,,,,
462,45787.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,85.0,3.0,13.1,33.0,1.0,33.0,0.0,112.0,,,,,,,,,,,,,,,
463,45790.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,85.0,4.0,13.4,32.0,2.0,33.0,0.0,112.0,,,,,,,,,,,,,,,
464,45791.0,371.0,2013-05-11,Subrata Roy Sahara Stadium,Pune Warriors,Mumbai Indians,Yuvraj Singh,Harbhajan Singh,85.0,5.0,13.5,31.0,3.0,33.0,0.0,112.0,,,,,,,,,,,,,,,
465,46520.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,L Balaji,97.0,2.0,12.6,47.0,1.0,24.0,0.0,170.0,,,,,,,,,,,,,,,
466,46523.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,98.0,2.0,13.3,45.0,1.0,25.0,0.0,170.0,,,,,,,,,,,,,,,
467,46524.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,98.0,2.0,13.4,44.0,1.0,25.0,0.0,170.0,,,,,,,,,,,,,,,
468,46525.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,98.0,2.0,13.5,42.0,1.0,25.0,0.0,170.0,,,,,,,,,,,,,,,
469,46526.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,98.0,2.0,13.6,41.0,1.0,25.0,0.0,170.0,,,,,,,,,,,,,,,
470,46535.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,R Bhatia,114.0,2.0,15.2,33.0,1.0,39.0,1.0,170.0,,,,,,,,,,,,,,,
471,46538.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,R Bhatia,116.0,2.0,15.5,27.0,1.0,40.0,2.0,170.0,,,,,,,,,,,,,,,
472,46540.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,116.0,2.0,16.1,25.0,1.0,40.0,2.0,170.0,,,,,,,,,,,,,,,
473,46541.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,117.0,2.0,16.2,25.0,1.0,40.0,3.0,170.0,,,,,,,,,,,,,,,
474,46543.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,124.0,2.0,16.4,30.0,1.0,41.0,9.0,170.0,,,,,,,,,,,,,,,
475,46544.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,124.0,2.0,16.5,30.0,1.0,41.0,9.0,170.0,,,,,,,,,,,,,,,
476,46545.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,125.0,2.0,16.6,31.0,1.0,41.0,10.0,170.0,,,,,,,,,,,,,,,
477,46546.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,L Balaji,126.0,2.0,17.1,31.0,1.0,41.0,11.0,170.0,,,,,,,,,,,,,,,
478,46551.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,L Balaji,143.0,2.0,17.6,46.0,0.0,52.0,17.0,170.0,,,,,,,,,,,,,,,
479,46554.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,150.0,2.0,18.3,52.0,0.0,57.0,19.0,170.0,,,,,,,,,,,,,,,
480,46555.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,151.0,2.0,18.4,53.0,0.0,57.0,20.0,170.0,,,,,,,,,,,,,,,
481,46557.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,SP Narine,154.0,2.0,18.6,56.0,0.0,58.0,22.0,170.0,,,,,,,,,,,,,,,
482,46561.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,JH Kallis,168.0,3.0,19.4,61.0,1.0,28.0,0.0,170.0,,,,,,,,,,,,,,,
483,46562.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,JH Kallis,170.0,3.0,19.5,59.0,1.0,30.0,0.0,170.0,,,,,,,,,,,,,,,
484,46563.0,377.0,2013-05-15,JSCA International Stadium Complex,Pune Warriors,Kolkata Knight Riders,Yuvraj Singh,JH Kallis,170.0,4.0,19.6,58.0,2.0,30.0,0.0,170.0,,,,,,,,,,,,,,,
485,47244.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Nadeem,74.0,2.0,9.5,37.0,2.0,37.0,0.0,172.0,,,,,,,,,,,,,,,
486,47245.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Nadeem,74.0,2.0,9.6,36.0,2.0,37.0,0.0,172.0,,,,,,,,,,,,,,,
487,47252.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Kaul,87.0,2.0,11.1,46.0,1.0,49.0,1.0,172.0,,,,,,,,,,,,,,,
488,47254.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Kaul,89.0,2.0,11.3,48.0,1.0,50.0,2.0,172.0,,,,,,,,,,,,,,,
489,47258.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Nadeem,92.0,3.0,12.1,43.0,2.0,3.0,0.0,172.0,,,,,,,,,,,,,,,
490,47263.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,S Nadeem,93.0,3.0,12.6,39.0,2.0,3.0,1.0,172.0,,,,,,,,,,,,,,,
491,47266.0,383.0,2013-05-19,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Yuvraj Singh,IK Pathan,96.0,4.0,13.3,30.0,3.0,4.0,3.0,172.0,,,,,,,,,,,,,,,
492,49597.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,STR Binny,1.0,2.0,0.6,1.0,2.0,0.0,0.0,70.0,,,,,,,,,,,,,,,
493,49599.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,TG Southee,2.0,2.0,1.2,2.0,2.0,1.0,0.0,70.0,,,,,,,,,,,,,,,
494,49600.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,TG Southee,2.0,2.0,1.3,2.0,2.0,1.0,0.0,70.0,,,,,,,,,,,,,,,
495,49601.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,TG Southee,4.0,2.0,1.4,4.0,2.0,2.0,1.0,70.0,,,,,,,,,,,,,,,
496,49602.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,TG Southee,4.0,2.0,1.5,4.0,2.0,2.0,1.0,70.0,,,,,,,,,,,,,,,
497,49603.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,TG Southee,5.0,2.0,1.6,5.0,2.0,3.0,1.0,70.0,,,,,,,,,,,,,,,
498,49604.0,403.0,2014-04-26,Sheikh Zayed Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,KW Richardson,5.0,3.0,2.1,5.0,3.0,3.0,1.0,70.0,,,,,,,,,,,,,,,
499,50075.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,Sandeep Sharma,26.0,4.0,3.6,26.0,4.0,0.0,0.0,124.0,,,,,,,,,,,,,,,
500,50079.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,MG Johnson,33.0,4.0,4.4,33.0,4.0,5.0,2.0,124.0,,,,,,,,,,,,,,,
501,50080.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,MG Johnson,34.0,4.0,4.5,34.0,4.0,5.0,3.0,124.0,,,,,,,,,,,,,,,
502,50082.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,Sandeep Sharma,38.0,4.0,5.1,34.0,4.0,7.0,5.0,124.0,,,,,,,,,,,,,,,
503,50083.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,Sandeep Sharma,39.0,4.0,5.2,35.0,4.0,8.0,5.0,124.0,,,,,,,,,,,,,,,
504,50086.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,Sandeep Sharma,44.0,4.0,5.5,30.0,4.0,10.0,8.0,124.0,,,,,,,,,,,,,,,
505,50087.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,Sandeep Sharma,44.0,4.0,5.6,24.0,4.0,10.0,8.0,124.0,,,,,,,,,,,,,,,
506,50090.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,MG Johnson,47.0,4.0,6.3,22.0,3.0,13.0,8.0,124.0,,,,,,,,,,,,,,,
507,50091.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,MG Johnson,48.0,4.0,6.4,23.0,2.0,13.0,9.0,124.0,,,,,,,,,,,,,,,
508,50093.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,MG Johnson,50.0,4.0,6.6,25.0,2.0,14.0,10.0,124.0,,,,,,,,,,,,,,,
509,50094.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,L Balaji,50.0,4.0,7.1,24.0,2.0,14.0,10.0,124.0,,,,,,,,,,,,,,,
510,50095.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,L Balaji,54.0,4.0,7.2,28.0,2.0,14.0,14.0,124.0,,,,,,,,,,,,,,,
511,50096.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,L Balaji,55.0,4.0,7.3,29.0,2.0,15.0,14.0,124.0,,,,,,,,,,,,,,,
512,50099.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,L Balaji,56.0,4.0,7.6,30.0,1.0,15.0,15.0,124.0,,,,,,,,,,,,,,,
513,50101.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,AR Patel,63.0,4.0,8.2,37.0,1.0,21.0,16.0,124.0,,,,,,,,,,,,,,,
514,50102.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,AR Patel,64.0,4.0,8.3,38.0,1.0,22.0,16.0,124.0,,,,,,,,,,,,,,,
515,50105.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,AR Patel,66.0,4.0,8.6,40.0,0.0,23.0,17.0,124.0,,,,,,,,,,,,,,,
516,50106.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,67.0,4.0,9.1,41.0,0.0,24.0,17.0,124.0,,,,,,,,,,,,,,,
517,50109.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,68.0,5.0,9.4,35.0,1.0,24.0,1.0,124.0,,,,,,,,,,,,,,,
518,50110.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,69.0,5.0,9.5,35.0,1.0,25.0,1.0,124.0,,,,,,,,,,,,,,,
519,50112.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,70.0,5.0,10.1,32.0,1.0,26.0,1.0,124.0,,,,,,,,,,,,,,,
520,50115.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,74.0,5.0,10.4,30.0,1.0,27.0,4.0,124.0,,,,,,,,,,,,,,,
521,50118.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,76.0,5.0,11.1,30.0,1.0,27.0,6.0,124.0,,,,,,,,,,,,,,,
522,50119.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,76.0,5.0,11.2,29.0,1.0,27.0,6.0,124.0,,,,,,,,,,,,,,,
523,50120.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,77.0,5.0,11.3,30.0,1.0,28.0,6.0,124.0,,,,,,,,,,,,,,,
524,50122.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,79.0,5.0,11.5,30.0,1.0,29.0,7.0,124.0,,,,,,,,,,,,,,,
525,50126.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,82.0,5.0,12.3,27.0,1.0,30.0,8.0,124.0,,,,,,,,,,,,,,,
526,50129.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,GJ Maxwell,93.0,5.0,12.6,37.0,1.0,34.0,15.0,124.0,,,,,,,,,,,,,,,
527,50133.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,L Balaji,95.0,6.0,13.4,31.0,2.0,35.0,1.0,124.0,,,,,,,,,,,,,,,
528,50136.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,97.0,6.0,14.1,30.0,2.0,35.0,3.0,124.0,,,,,,,,,,,,,,,
529,50137.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,97.0,6.0,14.2,30.0,1.0,35.0,3.0,124.0,,,,,,,,,,,,,,,
530,50138.0,407.0,2014-04-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,R Dhawan,97.0,7.0,14.3,29.0,2.0,35.0,3.0,124.0,,,,,,,,,,,,,,,
531,52068.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,40.0,3.0,8.2,34.0,2.0,1.0,0.0,190.0,,,,,,,,,,,,,,,
532,52069.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,40.0,3.0,8.3,30.0,2.0,1.0,0.0,190.0,,,,,,,,,,,,,,,
533,52070.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,44.0,3.0,8.4,34.0,2.0,4.0,1.0,190.0,,,,,,,,,,,,,,,
534,52071.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,45.0,3.0,8.5,34.0,2.0,5.0,1.0,190.0,,,,,,,,,,,,,,,
535,52074.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,47.0,3.0,9.2,30.0,2.0,5.0,3.0,190.0,,,,,,,,,,,,,,,
536,52075.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,51.0,3.0,9.3,33.0,2.0,9.0,3.0,190.0,,,,,,,,,,,,,,,
537,52076.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,52.0,3.0,9.4,30.0,2.0,10.0,3.0,190.0,,,,,,,,,,,,,,,
538,52078.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,57.0,3.0,9.6,35.0,2.0,14.0,4.0,190.0,,,,,,,,,,,,,,,
539,52081.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,58.0,3.0,10.3,32.0,2.0,14.0,5.0,190.0,,,,,,,,,,,,,,,
540,52082.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,59.0,3.0,10.4,29.0,2.0,15.0,5.0,190.0,,,,,,,,,,,,,,,
541,52084.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Tewatia,66.0,3.0,10.6,35.0,2.0,21.0,6.0,190.0,,,,,,,,,,,,,,,
542,52087.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,JP Faulkner,69.0,3.0,11.3,36.0,2.0,23.0,7.0,190.0,,,,,,,,,,,,,,,
543,52088.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,JP Faulkner,70.0,3.0,11.4,37.0,2.0,24.0,7.0,190.0,,,,,,,,,,,,,,,
544,52091.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Bhatia,76.0,3.0,12.1,39.0,2.0,30.0,7.0,190.0,,,,,,,,,,,,,,,
545,52092.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Bhatia,80.0,3.0,12.2,42.0,2.0,34.0,7.0,190.0,,,,,,,,,,,,,,,
546,52093.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Bhatia,81.0,3.0,12.3,43.0,2.0,34.0,7.0,190.0,,,,,,,,,,,,,,,
547,52095.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,R Bhatia,83.0,3.0,12.5,44.0,1.0,35.0,8.0,190.0,,,,,,,,,,,,,,,
548,52099.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,SR Watson,91.0,3.0,13.3,51.0,0.0,39.0,12.0,190.0,,,,,,,,,,,,,,,
549,52100.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,SR Watson,92.0,3.0,13.4,48.0,0.0,40.0,12.0,190.0,,,,,,,,,,,,,,,
550,52102.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,SR Watson,94.0,3.0,13.6,48.0,0.0,41.0,13.0,190.0,,,,,,,,,,,,,,,
551,52103.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,100.0,3.0,14.1,53.0,0.0,47.0,13.0,190.0,,,,,,,,,,,,,,,
552,52104.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,101.0,3.0,14.2,54.0,0.0,47.0,13.0,190.0,,,,,,,,,,,,,,,
553,52107.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,103.0,3.0,14.4,50.0,0.0,47.0,14.0,190.0,,,,,,,,,,,,,,,
554,52108.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,PV Tambe,104.0,3.0,14.5,47.0,0.0,48.0,14.0,190.0,,,,,,,,,,,,,,,
555,52110.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,KW Richardson,112.0,3.0,15.1,54.0,0.0,54.0,16.0,190.0,,,,,,,,,,,,,,,
556,52111.0,423.0,2014-05-11,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Yuvraj Singh,KW Richardson,113.0,3.0,15.2,55.0,0.0,55.0,16.0,190.0,,,,,,,,,,,,,,,
